STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019,BIRTHS2019,DEATHS2019
Tennessee,Lawrence County,41869,44142,585,539
Tennessee,Lewis County,12161,12268,141,142
Tennessee,Lincoln County,33361,34366,386,433
Tennessee,Loudon County,48556,54068,483,612
Tennessee,McMinn County,52266,53794,591,656
Tennessee,McNairy County,26075,25694,263,366
Tennessee,Macon County,22248,24602,341,281
Tennessee,Madison County,98294,97984,1193,985
Tennessee,Marion County,28237,28907,325,358
Tennessee,Marshall County,30617,34375,411,344
Tennessee,Maury County,80956,96387,1244,937
Tennessee,Meigs County,11753,12422,133,154
Tennessee,Monroe County,44519,46545,484,575
Tennessee,Montgomery County,172331,208993,3490,1415
Tennessee,Moore County,6362,6488,59,50
Tennessee,Morgan County,21987,21403,199,229
Tennessee,Obion County,31807,30069,328,417
Tennessee,Overton County,22083,22241,233,314
Tennessee,Perry County,7915,8076,102,104
Tennessee,Pickett County,5077,5048,35,67
Tennessee,Polk County,16825,16832,166,235
Tennessee,Putnam County,72321,80245,879,781
Tennessee,Rhea County,31809,33167,388,405
Tennessee,Roane County,54181,53382,473,725
Tennessee,Robertson County,66283,71813,869,664
Tennessee,Rutherford County,262604,332285,4109,2071
Tennessee,Scott County,22228,22068,257,287
Tennessee,Sequatchie County,14112,15026,166,168
Tennessee,Sevier County,89889,98250,1025,1063
Tennessee,Shelby County,927644,937166,12894,8484
Tennessee,Smith County,19166,20157,223,232
Tennessee,Stewart County,13324,13715,136,174
Tennessee,Sullivan County,156823,158348,1517,1967
Tennessee,Sumner County,160645,191283,2173,1701
Tennessee,Tipton County,61081,61599,660,605
Tennessee,Trousdale County,7870,11284,111,95
Tennessee,Unicoi County,18313,17883,173,281
Tennessee,Union County,19109,19972,201,214
Tennessee,Van Buren County,5548,5872,69,55
Tennessee,Warren County,39839,41277,473,471
Tennessee,Washington County,122979,129375,1223,1365
Tennessee,Wayne County,17021,16673,125,197
Tennessee,Weakley County,35021,33328,311,359
Tennessee,White County,25841,27345,292,369
Tennessee,Williamson County,183182,238412,2357,1325
Tennessee,Wilson County,113993,144657,1635,1167
Texas,Texas,25145561,28995881,378664,202786
Texas,Anderson County,58458,57735,588,754
Texas,Andrews County,14786,18705,286,189
Texas,Angelina County,86771,86715,1071,997
Texas,Aransas County,23158,23510,193,365
Texas,Archer County,9054,8553,70,144
Texas,Armstrong County,1901,1887,19,20
Texas,Atascosa County,44911,51153,710,435
Texas,Austin County,28417,30032,328,274
Texas,Bailey County,7165,7000,124,39
Texas,Bandera County,20485,23112,185,239
Texas,Bastrop County,74171,88723,1093,727
Texas,Baylor County,3726,3509,32,47
Texas,Bee County,31861,32565,318,234
Texas,Bell County,310235,362924,5940,2304
Texas,Bexar County,1714773,2003554,26736,14216
Texas,Blanco County,10497,11931,75,131
Texas,Borden County,641,654,5,5
Texas,Bosque County,18212,18685,182,250
Texas,Bowie County,92565,93245,1117,1046
Texas,Brazoria County,313166,374264,4681,2498
Texas,Brazos County,194851,229211,2621,1142
Texas,Brewster County,9232,9203,87,70
Texas,Briscoe County,1637,1546,12,9
Texas,Brooks County,7223,7093,102,78
Texas,Brown County,38106,37864,382,440
Texas,Burleson County,17187,18443,209,218
Texas,Burnet County,42750,48155,468,490
Texas,Caldwell County,38066,43664,552,366
Texas,Calhoun County,21381,21290,262,218
Texas,Callahan County,13544,13943,143,173
Texas,Cameron County,406220,423163,6202,2788
Texas,Camp County,12401,13094,178,131
Texas,Carson County,6182,5926,43,55
Texas,Cass County,30464,30026,302,405
Texas,Castro County,8062,7530,104,57
Texas,Chambers County,35096,43837,561,275
Texas,Cherokee County,50845,52646,722,553
Texas,Childress County,7041,7306,66,49
Texas,Clay County,10752,10471,75,122
Texas,Cochran County,3127,2853,41,10
Texas,Coke County,3320,3387,35,46
Texas,Coleman County,8895,8175,83,118
Texas,Collin County,782341,1034730,11299,4956
Texas,Collingsworth County,3057,2920,29,34
Texas,Colorado County,20874,21493,257,247
Texas,Comal County,108472,156209,1589,1242
Texas,Comanche County,13974,13635,139,182
Texas,Concho County,4087,2726,24,29
Texas,Cooke County,38437,41257,530,417
Texas,Coryell County,75388,75951,895,468
Texas,Cottle County,1505,1398,13,12
Texas,Crane County,4375,4797,59,23
Texas,Crockett County,3719,3464,31,23
Texas,Crosby County,6059,5737,61,62
Texas,Culberson County,2398,2171,26,14
Texas,Dallam County,6703,7287,151,25
Texas,Dallas County,2368139,2635516,38374,17047
Texas,Dawson County,13833,12728,181,127
Texas,Deaf Smith County,19372,18546,320,159
Texas,Delta County,5231,5331,65,61
Texas,Denton County,662614,887207,9893,4243
Texas,DeWitt County,20097,20160,229,232
Texas,Dickens County,2444,2211,16,20
Texas,Dimmit County,9996,10124,124,85
Texas,Donley County,3677,3278,33,39
Texas,Duval County,11782,11157,142,124
Texas,Eastland County,18583,18360,187,245
Texas,Ector County,137130,166223,2915,1228
Texas,Edwards County,2002,1932,18,15
Texas,Ellis County,149610,184826,2272,1342
Texas,El Paso County,800647,839238,11617,5552
Texas,Erath County,37890,42698,480,335
Texas,Falls County,17866,17297,186,166
Texas,Fannin County,33915,35514,321,437
Texas,Fayette County,24554,25346,237,291
Texas,Fisher County,3974,3830,36,45
Texas,Floyd County,6446,5712,70,52
Texas,Foard County,1336,1155,6,12
Texas,Fort Bend County,585375,811688,9532,3762
Texas,Franklin County,10605,10725,115,135
Texas,Freestone County,19816,19717,219,223
Texas,Frio County,17217,20306,251,158
Texas,Gaines County,17526,21492,430,121
Texas,Galveston County,291309,342139,3944,2935
Texas,Garza County,6461,6229,52,34
Texas,Gillespie County,24837,26988,248,373
Texas,Glasscock County,1226,1409,16,8
Texas,Goliad County,7210,7658,72,62
Texas,Gonzales County,19807,20837,272,198
Texas,Gray County,22535,21886,259,254
Texas,Grayson County,120877,136212,1630,1494
Texas,Gregg County,121730,123945,1625,1307
Texas,Grimes County,26604,28880,306,246
Texas,Guadalupe County,131533,166847,1840,1158
Texas,Hale County,36273,33406,427,299
Texas,Hall County,3353,2964,24,27
Texas,Hamilton County,8517,8461,91,116
Texas,Hansford County,5613,5399,74,35
Texas,Hardeman County,4139,3933,31,40
Texas,Hardin County,54635,57602,661,595
Texas,Harris County,4092459,4713325,66937,28172
Texas,Harrison County,65631,66553,725,701
Texas,Hartley County,6062,5576,64,25
Texas,Haskell County,5899,5658,42,66
Texas,Hays County,157107,230191,2638,1147
Texas,Hemphill County,3807,3819,43,20
Texas,Henderson County,78532,82737,894,1105
Texas,Hidalgo County,774769,868707,14054,4597
Texas,Hill County,35089,36649,404,427
Texas,Hockley County,22935,23021,306,201
Texas,Hood County,51182,61643,627,736
Texas,Hopkins County,35161,37084,444,386
Texas,Houston County,23732,22968,209,300
Texas,Howard County,35012,36664,438,349
Texas,Hudspeth County,3476,4886,37,17
Texas,Hunt County,86129,98594,1206,981
Texas,Hutchinson County,22150,20938,256,215
Texas,Irion County,1599,1536,15,11
Texas,Jack County,9044,8935,82,76
Texas,Jackson County,14075,14760,221,155
Texas,Jasper County,35710,35529,422,430
Texas,Jeff Davis County,2342,2274,15,18
Texas,Jefferson County,252273,251565,3323,2538
Texas,Jim Hogg County,5300,5200,56,57
Texas,Jim Wells County,40838,40482,510,407
Texas,Johnson County,150934,175817,2155,1464
Texas,Jones County,20202,20083,156,156
Texas,Karnes County,14824,15601,165,157
Texas,Kaufman County,103350,136154,1796,1056
Texas,Kendall County,33410,47431,403,392
Texas,Kenedy County,416,404,6,0
Texas,Kent County,808,762,4,6
Texas,Kerr County,49625,52600,530,747
Texas,Kimble County,4607,4337,48,66
Texas,King County,286,272,4,0
Texas,Kinney County,3598,3667,37,40
Texas,Kleberg County,32061,30680,402,245
Texas,Knox County,3719,3664,41,37
Texas,Lamar County,49793,49859,619,661
Texas,Lamb County,13977,12893,167,141
Texas,Lampasas County,19677,21428,204,210
Texas,La Salle County,6886,7520,92,41
Texas,Lavaca County,19263,20154,224,241
Texas,Lee County,16612,17239,208,164
Texas,Leon County,16801,17404,196,212
Texas,Liberty County,75643,88219,1208,828
Texas,Limestone County,23384,23437,253,279
Texas,Lipscomb County,3302,3233,38,34
Texas,Live Oak County,11531,12207,129,106
Texas,Llano County,19301,21795,161,348
Texas,Loving County,82,169,1,0
Texas,Lubbock County,278831,310569,3936,2609
Texas,Lynn County,5915,5951,71,43
Texas,McCulloch County,8283,7984,86,108
Texas,McLennan County,234906,256623,3460,2231
Texas,McMullen County,707,743,6,6
Texas,Madison County,13664,14284,170,138
Texas,Marion County,10546,9854,70,138
Texas,Martin County,4799,5771,86,50
Texas,Mason County,4012,4274,34,41
Texas,Matagorda County,36702,36643,520,371
Texas,Maverick County,54258,58722,1042,393
Texas,Medina County,46006,51584,595,454
Texas,Menard County,2242,2138,16,26
Texas,Midland County,136872,176832,2998,1140
Texas,Milam County,24757,24823,268,285
Texas,Mills County,4936,4873,30,71
Texas,Mitchell County,9403,8545,100,64
Texas,Montague County,19719,19818,204,258
Texas,Montgomery County,455746,607391,7387,4165
Texas,Moore County,21904,20940,369,130
Texas,Morris County,12934,12388,141,153
Texas,Motley County,1210,1200,12,15
Texas,Nacogdoches County,64524,65204,770,604
Texas,Navarro County,47735,50113,678,537
Texas,Newton County,14445,13595,112,176
Texas,Nolan County,15216,14714,187,173
Texas,Nueces County,340223,362294,4467,2976
Texas,Ochiltree County,10223,9836,139,64
Texas,Oldham County,2052,2112,24,12
Texas,Orange County,81837,83396,1014,940
Texas,Palo Pinto County,28111,29189,352,343
Texas,Panola County,23796,23194,254,267
Texas,Parker County,116927,142878,1548,1152
Texas,Parmer County,10269,9605,137,52
Texas,Pecos County,15507,15823,189,99
Texas,Polk County,45413,51353,495,641
Texas,Potter County,121073,117415,1641,1135
Texas,Presidio County,7818,6704,95,46
Texas,Rains County,10914,12514,143,138
Texas,Randall County,120725,137713,1587,1102
Texas,Reagan County,3367,3849,57,17
Texas,Real County,3309,3452,32,53
Texas,Red River County,12860,12023,120,178
Texas,Reeves County,13783,15976,186,106
Texas,Refugio County,7383,6948,66,51
Texas,Roberts County,929,854,8,9
Texas,Robertson County,16622,17074,211,170
Texas,Rockwall County,78337,104915,1067,639
Texas,Runnels County,10501,10264,106,123
Texas,Rusk County,53330,54406,562,557
Texas,Sabine County,10834,10542,100,144
Texas,San Augustine County,8865,8237,78,118
Texas,San Jacinto County,26384,28859,298,315
Texas,San Patricio County,64804,66730,915,584
Texas,San Saba County,6131,6055,65,79
Texas,Schleicher County,3461,2793,21,26
Texas,Scurry County,16921,16703,203,182
Texas,Shackelford County,3378,3265,29,31
Texas,Shelby County,25448,25274,340,296
Texas,Sherman County,3034,3022,39,14
Texas,Smith County,209714,232751,2969,2177
Texas,Somervell County,8490,9128,85,105
Texas,Starr County,60968,64633,1178,400
Texas,Stephens County,9630,9366,108,98
Texas,Sterling County,1143,1291,12,18
Texas,Stonewall County,1490,1350,10,14
Texas,Sutton County,4128,3776,40,30
Texas,Swisher County,7854,7397,80,66
Texas,Tarrant County,1809034,2102515,27512,13796
Texas,Taylor County,131506,138034,2062,1423
Texas,Terrell County,984,776,6,8
Texas,Terry County,12651,12337,181,119
Texas,Throckmorton County,1641,1501,10,11
Texas,Titus County,32334,32750,473,264
Texas,Tom Green County,110224,119200,1498,1071
Texas,Travis County,1024266,1273954,15147,6196
Texas,Trinity County,14585,14651,139,232
Texas,Tyler County,21766,21672,187,268
Texas,Upshur County,39309,41753,452,437
Texas,Upton County,3355,3657,42,18
Texas,Uvalde County,26405,26741,378,253
Texas,Val Verde County,48879,49025,759,379
Texas,Van Zandt County,52579,56590,635,656
Texas,Victoria County,86793,92084,1175,835
Texas,Walker County,67861,72971,592,593
Texas,Waller County,43205,55246,683,336
Texas,Ward County,10658,11998,192,90
Texas,Washington County,33718,35882,364,383
Texas,Webb County,250304,276652,4735,1378
Texas,Wharton County,41280,41556,564,420
Texas,Wheeler County,5410,5056,53,64
Texas,Wichita County,131500,132230,1585,1363
Texas,Wilbarger County,13535,12769,154,143
Texas,Willacy County,22134,21358,252,183
Texas,Williamson County,422679,590551,6685,3009
Texas,Wilson County,42918,51070,534,415
Texas,Winkler County,7110,8010,127,49
Texas,Wise County,59127,69984,789,635
Texas,Wood County,41964,45539,403,647
Texas,Yoakum County,7879,8713,151,52
Texas,Young County,18550,18010,198,234
Texas,Zapata County,14018,14179,214,110
Texas,Zavala County,11677,11840,153,104
Utah,Utah,2763885,3205958,48642,17443
Utah,Beaver County,6629,6710,112,58
Utah,Box Elder County,49975,56046,808,377
Utah,Cache County,112656,128289,2194,561
Utah,Carbon County,21403,20463,231,184
Utah,Daggett County,1059,950,6,1
Utah,Davis County,306479,355481,5406,1724
Utah,Duchesne County,18607,19938,352,128
Utah,Emery County,10976,10012,110,92
Utah,Garfield County,5172,5051,55,42
Utah,Grand County,9225,9754,108,81
Utah,Iron County,46163,54839,830,323
Utah,Juab County,10246,12017,208,79
Utah,Kane County,7125,7886,79,66
Utah,Millard County,12503,13188,192,92
Utah,Morgan County,9469,12124,145,46
Utah,Piute County,1556,1479,15,14
Utah,Rich County,2264,2483,31,11
Utah,Salt Lake County,1029655,1160437,16530,6741
Utah,San Juan County,14746,15308,186,128
Utah,Sanpete County,27822,30939,373,188
Utah,Sevier County,20802,21620,310,188
Utah,Summit County,36324,42145,416,159
Utah,Tooele County,58218,72259,1025,353
Utah,Uintah County,32588,35734,536,231
Utah,Utah County,516564,636235,11884,2419
Utah,Wasatch County,23530,34091,452,145
Utah,Washington County,138115,177556,2244,1368
Utah,Wayne County,2778,2711,30,23
Utah,Weber County,231236,260213,3774,1621
Vermont,Vermont,625741,623989,5581,5634
Vermont,Addison County,36821,36777,299,341
Vermont,Bennington County,37125,35470,323,447
Vermont,Caledonia County,31227,29993,272,278
Vermont,Chittenden County,156545,163774,1450,1151
Vermont,Essex County,6306,6163,51,59
Vermont,Franklin County,47746,49402,569,392
Vermont,Grand Isle County,6970,7235,68,57
Vermont,Lamoille County,24475,25362,228,181
Vermont,Orange County,28936,28892,255,280
Vermont,Orleans County,27231,27037,247,280
Vermont,Rutland County,61642,58191,498,669
Vermont,Washington County,59534,58409,534,534
Vermont,Windham County,44513,42222,348,426
Vermont,Windsor County,56670,55062,439,539
Virginia,Virginia,8001024,8535519,98403,69729
Virginia,Accomack County,33164,32316,384,489
Virginia,Albemarle County,98970,109330,1061,894
Virginia,Alleghany County,16250,14860,121,238
Virginia,Amelia County,12690,13145,150,150
Virginia,Amherst County,32353,31605,306,382
Virginia,Appomattox County,14973,15911,184,186
Virginia,Arlington County,207627,236842,2887,1020
Virginia,Augusta County,73750,75558,534,759
Virginia,Bath County,4731,4147,30,62
Virginia,Bedford County,68676,78997,679,867
Virginia,Bland County,6824,6280,39,79
Virginia,Botetourt County,33148,33419,229,359
Virginia,Brunswick County,17434,16231,139,222
Virginia,Buchanan County,24098,21004,184,309
Virginia,Buckingham County,17146,17148,126,157
Virginia,Campbell County,54842,54885,478,577
Virginia,Caroline County,28545,30725,343,289
Virginia,Carroll County,30042,29791,199,383
Virginia,Charles City County,7256,6963,52,92
Virginia,Charlotte County,12586,11880,115,158
Virginia,Chesterfield County,316236,352802,3868,2622
Virginia,Clarke County,14034,14619,122,142
Virginia,Craig County,5190,5131,39,62
Virginia,Culpeper County,46689,52605,659,467
Virginia,Cumberland County,10052,9932,72,107
Virginia,Dickenson County,15903,14318,123,205
Virginia,Dinwiddie County,28001,28544,192,277
Virginia,Essex County,11151,10953,107,117
Virginia,Fairfax County,1081726,1147532,13769,5708
Virginia,Fauquier County,65203,71222,727,605
Virginia,Floyd County,15279,15749,144,192
Virginia,Fluvanna County,25691,27270,290,213
Virginia,Franklin County,56159,56042,456,681
Virginia,Frederick County,78305,89313,949,755
Virginia,Giles County,17286,16720,166,217
Virginia,Gloucester County,36858,37348,338,450
Virginia,Goochland County,21717,23753,161,196
Virginia,Grayson County,15533,15550,118,202
Virginia,Greene County,18403,19819,224,148
Virginia,Greensville County,12243,11336,107,126
Virginia,Halifax County,36241,33911,359,506
Virginia,Hanover County,99863,107766,966,907
Virginia,Henrico County,306935,330818,3862,2832
Virginia,Henry County,54151,50557,400,744
Virginia,Highland County,2321,2190,17,31
Virginia,Isle of Wight County,35270,37109,376,397
Virginia,James City County,67009,76523,721,778
Virginia,King and Queen County,6945,7025,59,94
Virginia,King George County,23584,26836,287,169
Virginia,King William County,15935,17148,204,141
Virginia,Lancaster County,11391,10603,62,206
Virginia,Lee County,25587,23423,197,329
Virginia,Loudoun County,312311,413538,5016,1602
Virginia,Louisa County,33153,37591,388,383
Virginia,Lunenburg County,12914,12196,117,159
Virginia,Madison County,13308,13261,129,128
Virginia,Mathews County,8978,8834,67,126
Virginia,Mecklenburg County,32727,30587,312,482
Virginia,Middlesex County,10959,10582,88,147
Virginia,Montgomery County,94392,98535,804,669
Virginia,Nelson County,15020,14930,147,159
Virginia,New Kent County,18429,23091,233,165
Virginia,Northampton County,12389,11710,120,188
Virginia,Northumberland County,12330,12095,88,181
Virginia,Nottoway County,15853,15232,170,224
Virginia,Orange County,33481,37051,467,362
Virginia,Page County,24042,23902,244,299
Virginia,Patrick County,18490,17608,153,240
Virginia,Pittsylvania County,63506,60354,491,766
Virginia,Powhatan County,28046,29652,241,236
Virginia,Prince Edward County,23368,22802,210,236
Virginia,Prince George County,35725,38353,327,257
Virginia,Prince William County,402002,470335,6503,2152
Virginia,Pulaski County,34872,34027,308,452
Virginia,Rappahannock County,7373,7370,52,71
Virginia,Richmond County,9254,9023,71,105
Virginia,Roanoke County,92376,94186,697,1059
Virginia,Rockbridge County,22307,22573,122,255
Virginia,Rockingham County,76314,81948,855,772
Virginia,Russell County,28897,26586,229,357
Virginia,Scott County,23177,21566,176,302
Virginia,Shenandoah County,41993,43616,452,484
Virginia,Smyth County,32208,30104,286,485
Virginia,Southampton County,18570,17631,122,205
Virginia,Spotsylvania County,122397,136215,1481,1017
Virginia,Stafford County,128961,152882,1773,813
Virginia,Surry County,7058,6422,56,68
Virginia,Sussex County,12087,11159,86,129
Virginia,Tazewell County,45078,40595,408,621
Virginia,Warren County,37575,40164,457,395
Virginia,Washington County,54876,53740,446,692
Virginia,Westmoreland County,17454,18015,181,222
Virginia,Wise County,41452,37383,336,479
Virginia,Wythe County,29235,28684,299,397
Virginia,York County,65464,68280,596,523
Virginia,Alexandria city,139966,159428,2566,782
Virginia,Bristol city,17835,16762,126,235
Virginia,Buena Vista city,6650,6478,91,74
Virginia,Charlottesville city,43475,47266,568,312
Virginia,Chesapeake city,222209,244835,2865,1920
Virginia,Colonial Heights city,17411,17370,281,210
Virginia,Covington city,5961,5538,67,73
Virginia,Danville city,43055,40044,443,658
Virginia,Emporia city,5927,5346,51,72
Virginia,Fairfax city,22565,24019,673,203
Virginia,Falls Church city,12332,14617,201,80
Virginia,Franklin city,8582,7967,155,110
Virginia,Fredericksburg city,24286,29036,429,201
Virginia,Galax city,7042,6347,69,116
Virginia,Hampton city,137436,134510,1686,1307
Virginia,Harrisonburg city,48914,53016,580,283
Virginia,Hopewell city,22591,22529,347,296
Virginia,Lexington city,7042,7446,115,58
Virginia,Lynchburg city,75568,82168,1197,792
Virginia,Manassas city,37821,41085,750,207
Virginia,Manassas Park city,14273,17478,14,37
Virginia,Martinsville city,13821,12554,183,239
Virginia,Newport News city,180719,179225,2633,1538
Virginia,Norfolk city,242803,242742,3321,2077
Virginia,Norton city,3958,3981,39,46
Virginia,Petersburg city,32420,31346,686,495
Virginia,Poquoson city,12150,12271,107,113
Virginia,Portsmouth city,95535,94398,1415,1050
Virginia,Radford city,16408,18249,144,97
Virginia,Richmond city,204214,230436,3037,2046
Virginia,Roanoke city,97032,99143,1319,1218
Virginia,Salem city,24802,25301,300,331
Virginia,Staunton city,23746,24932,338,348
Virginia,Suffolk city,84585,92108,1136,845
Virginia,Virginia Beach city,437994,449974,5514,3319
Virginia,Waynesboro city,21006,22630,357,249
Virginia,Williamsburg city,14068,14954,77,74
Virginia,Winchester city,26203,28078,338,256
Washington,Washington,6724540,7614893,87950,58587
Washington,Adams County,18728,19983,388,100
Washington,Asotin County,21623,22582,223,266
Washington,Benton County,175177,204390,2578,1467
Washington,Chelan County,72453,77200,851,687
Washington,Clallam County,71404,77331,632,1061
Washington,Clark County,425363,488241,5574,3766
Washington,Columbia County,4078,3985,38,44
Washington,Cowlitz County,102410,110593,1287,1134
Washington,Douglas County,38431,43429,542,325
Washington,Ferry County,7551,7627,64,81
Washington,Franklin County,78163,95222,1573,460
Washington,Garfield County,2266,2225,27,28
Washington,Grant County,89120,97733,1486,719
Washington,Grays Harbor County,72797,75061,734,886
Washington,Island County,78506,85141,916,762
Washington,Jefferson County,29872,32221,181,396
Washington,King County,1931249,2252782,25188,13917
Washington,Kitsap County,251133,271473,3023,2375
Washington,Kittitas County,40915,47935,426,307
Washington,Klickitat County,20318,22425,222,223
Washington,Lewis County,75455,80707,895,910
Washington,Lincoln County,10570,10939,105,118
Washington,Mason County,60699,66768,666,669
Washington,Okanogan County,41120,42243,493,481
Washington,Pacific County,20920,22471,178,340
Washington,Pend Oreille County,13001,13724,119,161
Washington,Pierce County,795225,904980,11498,7284
Washington,San Juan County,15769,17582,88,132
Washington,Skagit County,116901,129205,1431,1265
Washington,Skamania County,11066,12083,99,94
Washington,Snohomish County,713335,822083,9993,5850
Washington,Spokane County,471221,522798,5880,4799
Washington,Stevens County,43531,45723,434,488
Washington,Thurston County,252264,290536,3135,2377
Washington,Wahkiakum County,3978,4488,33,46
Washington,Walla Walla County,58781,60760,610,575
Washington,Whatcom County,201140,229247,2204,1662
Washington,Whitman County,44776,50104,390,239
Washington,Yakima County,243231,250873,3746,2093
West Virginia,West Virginia,1852994,1792147,17888,22567
West Virginia,Barbour County,16589,16441,169,207
West Virginia,Berkeley County,104169,119171,1372,1057
West Virginia,Boone County,24629,21457,225,297
West Virginia,Braxton County,14523,13957,127,177
West Virginia,Brooke County,24069,21939,198,302
West Virginia,Cabell County,96319,91945,1009,1086
West Virginia,Calhoun County,7627,7109,49,85
West Virginia,Clay County,9386,8508,88,109
West Virginia,Doddridge County,8202,8448,62,88
West Virginia,Fayette County,46039,42406,402,670
West Virginia,Gilmer County,8693,7823,47,79
West Virginia,Grant County,11937,11568,127,129
West Virginia,Greenbrier County,35480,34662,342,503
West Virginia,Hampshire County,23964,23175,205,260
West Virginia,Hancock County,30676,28810,243,440
West Virginia,Hardy County,14025,13776,147,162
West Virginia,Harrison County,69099,67256,696,877
West Virginia,Jackson County,29211,28576,276,361
West Virginia,Jefferson County,53498,57146,595,515
West Virginia,Kanawha County,193063,178124,1834,2471
West Virginia,Lewis County,16372,15907,139,224
West Virginia,Lincoln County,21720,20409,208,313
West Virginia,Logan County,36743,32019,349,487
West Virginia,McDowell County,22113,17624,174,328
West Virginia,Marion County,56418,56072,594,673
West Virginia,Marshall County,33107,30531,276,388
West Virginia,Mason County,27324,26516,262,367
West Virginia,Mercer County,62264,58758,661,891
West Virginia,Mineral County,28212,26868,249,343
West Virginia,Mingo County,26839,23424,306,372
West Virginia,Monongalia County,96189,105612,1071,731
West Virginia,Monroe County,13502,13275,111,167
West Virginia,Morgan County,17541,17884,153,219
West Virginia,Nicholas County,26233,24496,245,352
West Virginia,Ohio County,44443,41411,401,586
West Virginia,Pendleton County,7695,6969,62,62
West Virginia,Pleasants County,7605,7460,68,76
West Virginia,Pocahontas County,8719,8247,76,127
West Virginia,Preston County,33520,33432,309,364
West Virginia,Putnam County,55486,56450,504,596
West Virginia,Raleigh County,78859,73361,723,1052
West Virginia,Randolph County,29405,28695,319,385
West Virginia,Ritchie County,10449,9554,82,156
West Virginia,Roane County,14926,13688,119,186
West Virginia,Summers County,13927,12573,98,155
West Virginia,Taylor County,16895,16695,129,199
West Virginia,Tucker County,7141,6839,60,128
West Virginia,Tyler County,9208,8591,74,108
West Virginia,Upshur County,24254,24176,221,285
West Virginia,Wayne County,42481,39402,330,537
West Virginia,Webster County,9154,8114,65,114
West Virginia,Wetzel County,16583,15065,141,243
West Virginia,Wirt County,5717,5821,47,54
West Virginia,Wood County,86956,83518,869,1078
West Virginia,Wyoming County,23796,20394,180,346
Wisconsin,Wisconsin,5686986,5822434,63712,50393
Wisconsin,Adams County,20875,20220,123,252
Wisconsin,Ashland County,16157,15562,179,167
Wisconsin,Barron County,45870,45244,486,470
Wisconsin,Bayfield County,15014,15036,128,211
Wisconsin,Brown County,248007,264542,3194,1817
Wisconsin,Buffalo County,13587,13031,129,126
Wisconsin,Burnett County,15457,15414,123,167
Wisconsin,Calumet County,48971,50089,477,356
Wisconsin,Chippewa County,62415,64658,654,576
Wisconsin,Clark County,34690,34774,568,313
Wisconsin,Columbia County,56833,57532,602,519
Wisconsin,Crawford County,16644,16131,151,181
Wisconsin,Dane County,488073,546695,5772,3375
Wisconsin,Dodge County,88759,87839,771,874
Wisconsin,Door County,27785,27668,214,363
Wisconsin,Douglas County,44159,43150,397,430
Wisconsin,Dunn County,43857,45368,430,320
Wisconsin,Eau Claire County,98736,104646,1154,756
Wisconsin,Florence County,4423,4295,27,47
Wisconsin,Fond du Lac County,101633,103403,1068,911
Wisconsin,Forest County,9304,9004,97,104
Wisconsin,Grant County,51208,51439,561,471
Wisconsin,Green County,36842,36960,366,369
Wisconsin,Green Lake County,19051,18913,202,215
Wisconsin,Iowa County,23687,23678,248,190
Wisconsin,Iron County,5916,5687,33,91
Wisconsin,Jackson County,20449,20643,220,164
Wisconsin,Jefferson County,83686,84769,835,694
Wisconsin,Juneau County,26664,26687,270,255
Wisconsin,Kenosha County,166426,169561,1831,1369
Wisconsin,Kewaunee County,20574,20434,196,192
Wisconsin,La Crosse County,114638,118016,1160,997
Wisconsin,Lafayette County,16836,16665,206,152
Wisconsin,Langlade County,19977,19189,188,236
Wisconsin,Lincoln County,28743,27593,264,291
Wisconsin,Manitowoc County,81442,78981,757,816
Wisconsin,Marathon County,134063,135692,1480,1116
Wisconsin,Marinette County,41749,40350,375,487
Wisconsin,Marquette County,15404,15574,135,169
Wisconsin,Menominee County,4232,4556,84,69
Wisconsin,Milwaukee County,947735,945726,12941,8226
Wisconsin,Monroe County,44673,46253,559,435
Wisconsin,Oconto County,37660,37930,369,391
Wisconsin,Oneida County,35998,35595,319,461
Wisconsin,Outagamie County,176695,187885,2181,1320
Wisconsin,Ozaukee County,86395,89221,850,836
Wisconsin,Pepin County,7469,7287,78,93
Wisconsin,Pierce County,41019,42754,380,290
Wisconsin,Polk County,44205,43783,402,444
Wisconsin,Portage County,70019,70772,658,503
Wisconsin,Price County,14159,13351,119,142
Wisconsin,Racine County,195408,196311,2257,1664
Wisconsin,Richland County,18021,17252,164,187
Wisconsin,Rock County,160331,163354,1877,1471
Wisconsin,Rusk County,14755,14178,139,163
Wisconsin,St. Croix County,84345,90687,992,641
Wisconsin,Sauk County,61976,64442,728,606
Wisconsin,Sawyer County,16557,16558,150,204
Wisconsin,Shawano County,41949,40899,449,376
Wisconsin,Sheboygan County,115507,115340,1226,1079
Wisconsin,Taylor County,20689,20343,210,188
Wisconsin,Trempealeau County,28816,29649,425,253
Wisconsin,Vernon County,29773,30822,412,326
Wisconsin,Vilas County,21430,22195,182,308
Wisconsin,Walworth County,102228,103868,924,947
Wisconsin,Washburn County,15911,15720,133,225
Wisconsin,Washington County,131887,136034,1285,1161
Wisconsin,Waukesha County,389891,404198,3851,3587
Wisconsin,Waupaca County,52410,50990,511,724
Wisconsin,Waushara County,24496,24443,205,243
Wisconsin,Winnebago County,166994,171907,1783,1497
Wisconsin,Wood County,74749,72999,798,724
Wyoming,Wyoming,563626,578759,6601,4971
Wyoming,Albany County,36299,38880,341,198
Wyoming,Big Horn County,11668,11790,131,120
